Title,Url,Page,Location on page,Side,Drawing Inscription,Drawing Date,Support Material,Drawing Medium and Style,Set of Drawings,Drawing Source,Title of depicted object,Current Location,GeolocCurrentLocation,Current inventory no.,Source object material,Source object type,Date,Discovery date,Archeological Findspot,geolocFindspot,Provenance,Collector,Iconography,Tracing Source,Online Collection Record,Bibliographic References:,Notes,Updated date
,,,,,,,,,,,,,,,,,,,,,,,,,,"I, p. 51-52, n. 29, pl. XXIX.1-5 IG, XIV, 1187",,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,with further bibliography,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruesch, 1911",,
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 1132,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Visconti, 1808",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pl. VII,,
Statue - Moschion (right side),http://digitalmontagny.inha.fr/en/record/montagny13r01,Folio 13 Recto,"Leaf 13r, top of the page, left","Horizontal, turn book clockwise","[ink] pris aux études à Naples, MoSXION",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Statuette of Moschion,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",6238,marble (rock),statue,,,,,"Garimberti coll., then Orsini coll., then Farnese coll., Palazzo Farnese, Campo dei Fiori, Rome, Villa della Farnesina, Rome",,,,,"Cantilena, 1989",,2015-05-16T14:45:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 168, n. 101",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasparri et al., 2009",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"I, p. 51-52, n. 29, pl. XXIX.1-5 IG, XIV, 1187",,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,with further bibliography,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruesch, 1911",,
,,,,,,,,,,,,,,,,,,,,,,,,,,n. 1132,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Visconti, 1808",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pl. VII,,
Statue - Phedra and Hippolytus,http://digitalmontagny.inha.fr/en/record/montagny35r02,Folio 35 Recto,"Leaf 35r, left of the page",Vertical,PHAEDRAE et HYPPOLYTI stat. ver marm. 13.,,Transparent paper,"Ink, line drawing",,Engraving,Oreste and Electra,Rome. Terme di Diocleziano,"41.9042819, 12.4983756",inv. 8604,marble (rock),statue,2nd half of the 1st c. AC,,,,"1779 : Rome, Villa Ludovisi",,"Hippolytus, Phaedra",,"http://arachne.uni-koeln.de/item/objekt/16993, http://arachne.uni-koeln.de/item/objekt/16992",,,2015-02-10T10:35:00Z
Statue - Priapus,http://digitalmontagny.inha.fr/en/record/montagny07r03,Folio 7 Recto,"Leaf 7r, bottom of the page, left",Vertical,"Priapo , in Metallo , Tolto dall’Antico",,Transparent paper,"Ink, chiaroscuro",,Engraving,Priapus,Location unknown,,,bronze (metal),statue,,,,,,,"Bunch of grapes, Fruit, Priapus","Bartoli and Galeotti, 1751 - II, pl. XXXVI",,,Censored with black ink.,2015-09-12T19:39:00Z
Statue - Priapus (bronze statuette),http://digitalmontagny.inha.fr/en/record/montagny14v05,Folio 14 Verso,"Leaf 14v, bottom left of the page",Vertical,"Priapo, [missing] , di Vener[e] , pure aver[e] , agli Orti [missing] , Bronze [missing] , cinq pouces , de haut",,Transparent paper,"Ink, line drawing",,Engraving,,Location unknown,,,,statue,,,,,,,Priapus,"Saint-Non et al., 1790 - SA, pl. 16d (57)",,,Censored by trimming the paper,2015-09-12T13:46:00Z
Statue - Seneca,http://digitalmontagny.inha.fr/en/record/montagny09r03,Folio 9 Recto,"Leaf 9r, bottom left of the page","Horizontal, turn book clockwise",SENECAE statua vetus marm.,,Transparent paper,"Ink, line drawing",,Engraving,Statue of a Greek Philosopher,Rome. Palazzo Spada,"41.89420339999999, 12.4719221",room III,marble (rock),statue,First century BC - First century AD,,,,Veralli family ?,,,"Quojani, 1779 - pl. 40",http://arachne.uni-koeln.de/item/objekt/29770,"Cannatà, 1984",,2015-08-14T15:14:00Z
,,,,,,,,,,,,,,,,,,,,,,,,The work was already in Palazzo Spada in 1779,,fig. 28 p. 44,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Helbig and Speier, 1963",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, n. 2016",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Matz and von Duhn, 1881-82",,
,,,,,,,,,,,,,,,,,,,,,,,,,,1174,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Visconti, 1808",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pl. XXa,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,(Aristotle),,
Statue - Sextus's feet and hand,http://digitalmontagny.inha.fr/en/record/montagny24r09,Folio 23 Recto,"Leaf 24r, bottom of the page (center)",Vertical,"chaussure antique , de Sextus de cheronée , stoïcien célèbre, Main tenant , un papyrus , de la statue , Antique de , Sextus de , chéronée",,Transparent paper,"Ink, line drawing",,Engraving,Statue of a Man wearing Himation,Vatican. Museo Pio-Clementino,,"Sala della biga, 2340",marble (rock),statue,,,,,"1788 Rega (merchant), in Naples, 18th c.: Vatican museum, Rome, 1799-1815 : Louvre, Paris",,,"Galerie Napoléon, 1804 - V, p. 300",http://arachne.uni-koeln.de/item/objekt/19570,"Lippold, 1930",,2015-08-03T16:00:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"III, 2, pp. 94 ; n. 620, Pl. 45-46",,
Statue - Sphinx,http://digitalmontagny.inha.fr/en/record/montagny11v04,Folio 11 Verso,"Leaf 11v, upper bottom of the page, left",Vertical,"Sphinx Egyptien de grt rouge , dans le musée du vatican",,White paper,"Pencil, line drawing",,Original work of art (made from),,Vatican. Museo Pio-Clementino,,sala a croce greca,red granite,statue,,,,,"Pope Jules III's villa, Pio Clementino museum, Vatican",,"Sphinx, Sphinge",,http://arachne.uni-koeln.de/item/objekt/214537,"Lippold, 1930",,2015-06-17T13:43:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"III, 1, p. 182, n. 578, pl. 50",,
Statue - Sphinx,http://digitalmontagny.inha.fr/en/record/montagny11v05,Folio 11 Verso,"Leaf 11v, lower bottom of the page, left",Vertical,"Sphinx, grec , a la villa pamphili",,White paper,"Pencil, line drawing",,Engraving,,Location unknown,,,,statue,,,,,"Villa Pamphili, Rome",,"Kanephoros, Sphinx, Sphinge",,,,,2015-06-05T14:28:00Z
Statue - Warrior,http://digitalmontagny.inha.fr/en/record/montagny17r06,Folio 17 Recto,"Leaf 17r, bottom of the page, center","Horizontal, turn book clockwise","pris aux études , à Naples , statue de marbre",,White paper,"Pencil, chiaroscuro",Naples drawings,Original work of art (made from),Warrior leaning forward,Naples. Museo Archeologico Nazionale,"40.8535985, 14.2505254",6411,marble (rock),statue,Middle of IVth c. BC,,,,,,Warrior,,,"Cantilena, 1989",,2015-05-16T14:46:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 178, n. 174",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruesch, 1911",,
,,,,,,,,,,,,,,,,,,,,,,,,,,fig. 22,,
Statue - Weapons of the Dying Gaul,http://digitalmontagny.inha.fr/en/record/montagny02v03,Folio 2 Verso,"Leaf 2v, bottom of page",Upside down,"scudo del gladiatore , moribondo, [vertical] Tromba del gladiatore moribondo, [vertical] Tromba del gladiatore , moribondo, [horizontal, upside down] spada e fodero , con tracolla preso, dall’Antico o sia della statua detta, il gladiatore moribondo",,White paper,"Ink, line drawing",,Cast,Weapons of the Dying Gaul,Rome. Musei Capitolini,"41.8929428, 12.4825577",inv. S 747,marble (rock),"bas-relief (sculpture technique), statue",280 BC,1621,"Italy, Rome, Horti Sallustiani","41.90809780000001, 12.4970135","from 1621 in the villa Ludovisi, Rome, then Livio Odescalchi coll., Rome, 1737 Capitoline museum, Rome, from 1797 to 1816, in Paris (Louvre)",,"Gauls, Gladiator, Horn, Shield, Sword",,http://capitolini.net/object.xql?urn=urn%3Acollectio%3A0001%3Ascu%3A00747,"Haskell and Penny, 1981","As the statue was in Paris between 1797 and 1816, Montagny has either drawn it in Paris or he made this drawing from a cast on display in Rome.",2015-09-12T18:53:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"p. 224, n. 44",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"La Rocca, 2010",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 430-435,,
Statue - Woman,http://digitalmontagny.inha.fr/en/record/montagny07v02,Folio 7 Verso,"Leaf 7v, center of the page","Horizontal, turn book clockwise","Statua in marmo , nella villa Borghese , Palmi 7 1/2",,White paper,"Ink, line drawing",,Original work of art (made from),Woman,Location unknown,,,marble (rock),statue,,,,,villa Borghese,,Coat,,,,,2015-06-05T10:36:00Z
Statue - Zeno,http://digitalmontagny.inha.fr/en/record/montagny09r01,Folio 9 Recto,"Leaf 9r, top of the page","Horizontal, turn book clockwise",ZENONIS stat vetus marm.,,Transparent paper,"Ink, line drawing",,Engraving,Statue of a Cynic Philosopher,Rome. Musei Capitolini,"41.8929428, 12.4825577",inv. S 737,marble (rock),statue,Middle of the third century BC,1701,"Italy, Lanuvium (Civita Lavinia), villa of Antonio Pius",,"1701-1734 Cardinal Alessandro Albani coll., 1734-1799 Capitoline museum, Rome, 1797-1815 : Louvre museum, Paris",,,"Quojani, 1779 - pl. 15","http://arachne.uni-koeln.de/item/objekt/15859, http://en.wikipedia.org/wiki/Cynicism_%28philosophy%29, http://capitolini.net/object.xql?urn=urn%3Acollectio%3A0001%3Ascu%3A00737","Amelung, 1903",This statue was for a long time interpreted as a portrait of the greek philosopher Zeno.,2015-08-14T15:12:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 193,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Stuart Jones, 1912",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pl. 86 (bottom right),,
Statue of Bes,http://digitalmontagny.inha.fr/en/record/montagny14v07b,Folio 14 Verso,"Leaf 14v, bottom right of the page",Vertical,"[missing] Cephallus, [missing]-se de la fertilité, [missing]-ne , galerie du palais , Verospi antique , en marbre 2 pieds , de haut",,Transparent paper,"Ink, chiaroscuro",,Engraving,Bes,Cambridge. Fitzwilliam Museum,"52.2045999, 0.1205201",GR.1.1818,marble (rock),statue,117-250,,"Italy, Rome","41.9027835, 12.4963655","(2nd) Palazzo Verospi, Rome, given to the Fitzwilliam Museum in 1818 by Gregory, Abraham Edward",,"Bes, Bucranium, Hide, Lion's head","Saint-Non et al., 1790 - SA, pl. 14a (55)",http://data.fitzmuseum.cam.ac.uk/id/object/65448,"Reinach and François, 1906",Censored by addition of black ink,2015-02-24T15:00:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,vol. I pp. 419,,
Stucco - Fortuna,http://digitalmontagny.inha.fr/en/record/montagny16v01b,Folio 16 Verso,"Leaf 16v, top of the page",Vertical,,,Transparent paper,"Ink, line drawing",,Engraving,,Location unknown,,,,,,,,,,,"Cornucopia, Fortuna, Fruit","Saint-Non et al., 1790 - SA, pl. 3c (44)",,,,2015-08-15T14:23:00Z
Trapezophoroi - Griffin and Lioness (front view),http://digitalmontagny.inha.fr/en/record/montagny01v01,Folio 1 Verso,"Leaf 1v, top of the page",Vertical,"A B 7 , facciàta delle sedie , facciàta delle sedie",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),Trapezophoros,Vatican. Museo Pio-Clementino,,Inv. 875 & 876,marble (rock),bas-relief (sculpture technique),Second century AD ?,,,,"Pio-Clementino museum, Vatican",,"Griffin, Lioness",,,"Amelung, 1903",,2015-09-03T18:51:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,61a and 61b,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. 380-381",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Archivio fotografico Pedicini, 1989",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 456,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,PO 12 & PO 13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Strong, 1923",,
,,,,,,,,,,,,,,,,,,,,,,,,,,pp. 25,,
Trapezophoros - Griffin,http://digitalmontagny.inha.fr/en/record/montagny66r03a,Folio 66 Recto,"Leaf 66r, bottom of the page",Vertical,facciàta delle sedie,,White paper,"Ink, line drawing",Rome sketchbook,Original work of art (made from),,Location unknown,,,marble (rock),statue,1st c. BCE,,,,,,Griffin,,,"Spinola, 2004",,2015-07-27T15:17:00Z
Trapezophoros - Griffin (profile view),http://digitalmontagny.inha.fr/en/record/montagny18r02,Folio 18 Recto,"Leaf 18r, top of the page, center",Vertical,"Per Sopportàre un Banco o Sedia ricavato dall antico 5 , nel Museo Pio Clementino",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),Trapezophoros,Vatican. Museo Pio-Clementino,,Inv. 875,marble (rock),bas-relief (sculpture technique),,,,,"Pio-Clementino museum, Vatican",,"Cornucopia, Eagle, Griffin",,,"Amelung, 1903",,2015-07-27T15:30:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,61a,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. 380-381",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Archivio fotografico Pedicini, 1989",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 456,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,PO 12,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Strong, 1923",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 25,,
Trapezophoros - Griffin and palmette (profile view),http://digitalmontagny.inha.fr/en/record/montagny75r02,Folio 75 Recto,"Leaf 75r, center of the page",Vertical,"Per Sopportare un Banco o Sedia ricavato dall Antico , nel Museo Pio Clementino",,White paper,"Ink, line drawing",Rome sketchbook,Original work of art (made from),Trapezophoros,Vatican. Museo Pio-Clementino,,Inv. 876 ; Spi. PO 13,marble (rock),bas-relief (sculpture technique),2nd c. CE,,,,"Pio-Clementino museum, Vatican",,"Griffin, Palmette",,,"Amelung, 1903",,2015-07-27T15:28:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,61b,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. 381",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Archivio fotografico Pedicini, 1989",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 456,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,PO 13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Strong, 1923",,
,,,,,,,,,,,,,,,,,,,,,,,,,,p. 25,,
Trapezophoros - Lion in an acanthus (front view),http://digitalmontagny.inha.fr/en/record/montagny63r01,Folio 63 Recto,"Leaf 63r, top of the page","Horizontal, turn book clockwise","nel Museo Pio, Clementino, Antico, 24",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),,Location unknown,,Inv. 2036 ; Am. 60D ; Spi L22 (?),marble (rock),bas-relief (sculpture technique),,,,,"Pio Clementino museum, Vatican",,"Acanthus, Griffin, Lion's head",,,"Andreae et al., 1995",,2015-06-17T16:48:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,I p. 464,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"The trapezophoros photographed by Andreae is slightly different, but it could be this one.",,
Trapezophoros - Lion in an acanthus (profile view),http://digitalmontagny.inha.fr/en/record/montagny63r04,Folio 63 Recto,"Leaf 63r, bottom of the page","Horizontal, turn book clockwise","nel museo Pio, Clementino, Antico, 23",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),,Location unknown,,Inv. 2036 ; Am. 60D ; Spi L22 (?),marble (rock),bas-relief (sculpture technique),,,,,"Pio Clementino museum, Vatican",,"Acanthus, Griffin, Lion's head",,,"Andreae et al., 1995",,2015-06-17T16:47:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,I p. 464,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"The trapezophoros photographed by Andreae is slightly different, but it could be this one.",,
Trapezophoros - Lion's head (front view),http://digitalmontagny.inha.fr/en/record/montagny69r03,Folio 69 Recto,"Leaf 69r, bottom of the page","Horizontal, turn book clockwise","2. , facciàta , Museo Pio Clementino, Antico",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),Trapezophoros ; Lion's head,Vatican. Museo Pio-Clementino,,Inv. 2036 ; Am. 60D ; Spi L22,marble (rock),,,,,,,,"Acanthus, Griffin, Lion's head",,,"Amelung, 1903",,2015-03-16T15:37:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,60 D,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"I, p. 464",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Calza, 1977",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Moss, 1988",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,L 22,,
Trapezophoros - Lion's head (profile view),http://digitalmontagny.inha.fr/en/record/montagny69r01,Folio 69 Recto,"Leaf 69r, top of the page","Horizontal, turn book clockwise","2. , Museo Pio , Clementino , Antico",,White paper,"Ink, line drawing",Rome sketchbook,Original work of art (made from),Lion's Head; tablefoot,Vatican. Museo Pio-Clementino,,Inv. 2036 ; Am. 60D ; Spi L22,marble (rock),,,,,,,,"Acanthus, Griffin, Lion's head",,,"Amelung, 1903",,2015-03-16T15:36:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,60 D,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"I, p. 464",,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,L 22,,
Trapezophoros - Panther in an acanthus (profile view),http://digitalmontagny.inha.fr/en/record/montagny43r03,Folio 43 Recto,"Leaf 43r, bottom of the page","Horizontal, turn book clockwise",[horizontal] 21.,,White paper,"Ink, line drawing",Rome sketchbook,Original work of art (made from),,Location unknown,,,marble (rock),statue,,,,,,,"Acanthus, Panther",,,,,2015-07-27T14:25:00Z
Trapezophoros Panther in an acanthus (front view),http://digitalmontagny.inha.fr/en/record/montagny43r01,Folio 43 Recto,"Leaf 43r, top of the page","Horizontal, turn book clockwise","nel museo, Pio Clementino, 22, Antico",,White paper,"Pencil and ink, line drawing",Rome sketchbook,Original work of art (made from),,Location unknown,,,marble (rock),statue,,,,,"Pio-Clementino museum, Vatican",,"Acanthus, Panther",,,,,2015-07-27T14:29:00Z
Trapezophoros with doves on a vase,http://digitalmontagny.inha.fr/en/record/montagny01v03,Folio 1 Verso,"Leaf 1v, bottom of page",Vertical,"2, Per sopportare un banco. ricavat(a) da l antico , nel museo Pio clementino",,White paper,"Ink, chiaroscuro",Rome sketchbook,Original work of art (made from),Trapezophoros,Vatican. Museo Pio-Clementino,,Inv. 995,marble (rock),bas-relief (sculpture technique),Beginning of the Roman Empire,,,,,,"Bird, Dove, Griffin, Vase",,,"Amelung, 1903",,2015-09-03T18:53:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,99c,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Andreae et al., 1995",,
,,,,,,,,,,,,,,,,,,,,,,,,,,"II, pl. 377-378",,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Andreae notes that it was maybe discovered in the archaeological research made in 1776-1777 in Otricoli.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinola, 1996",,
,,,,,,,,,,,,,,,,,,,,,,,,,,PE 38,,
Vase - Bowl,http://digitalmontagny.inha.fr/en/record/montagny15r04,Folio 15 Recto,"Leaf 15r, center left of the page",Vertical,"Vase de Bronze deux , pieds et 1/2 de hauteur., Antique",,Transparent paper,"Ink, line drawing",,Engraving,,Location unknown,,,,vase,,,,,,,"Bowl, Sphinx, Sphinge, Vase","Saint-Non et al., 1790 - SA, pl. 16f (57)",,,,2015-02-24T15:08:00Z
Vase - Bronze urn,http://digitalmontagny.inha.fr/en/record/montagny80r02,Folio 80 Recto,"Leaf 80r, center of page","Horizontal, turn book clockwise",Urna Antica,,Transparent paper,"Ink, line drawing",,Engraving,Etruscan funerary vase,Location unknown,,,bronze (metal),"situlae, vase",,,,,,,Urn,"Bellori and Bartoli, 1750 - p. IX",,,,2015-09-02T12:11:00Z
Vase - Urn,http://digitalmontagny.inha.fr/en/record/montagny72r02,Folio 72 Recto,"Leaf 72r, middle of the page, left",Vertical,"Ville Albane marbre blanc, 3 pieds de haut.",,Transparent paper,"Ink, line drawing",,Engraving,,Location unknown,,,marble (rock),vase,,,,,,,"Acanthus, Urn, Vase","Saint-Non et al., 1790 - SA, pl. 18a (59)",,,,2015-02-24T15:14:00Z
Vase - Urn,http://digitalmontagny.inha.fr/en/record/montagny83r02,Folio 83 Recto,"Leaf 83r, middle of the page","Horizontal, turn book clockwise","Palais de la, farnesine, marbre 2 pieds, de haut",,Transparent paper,"Ink, line drawing",,Engraving,,Location unknown,,,,vase,,,,,,,"Acanthus, Snake, Urn, Vase, Vine","Saint-Non et al., 1790 - SA, pl. 18e (59)",,"André-Bardon, 1772",,2015-02-24T15:15:00Z
,,,,,,,,,,,,,,,,,,,,,,,,,,"5e cahier, pl. 4a",,
,,,,,,,,,,,,,,,,,,,,,,,,,,Notes:,,
,,,,,,,,,,,,,,,,,,,,,,,,,,with no ornament,,
Vases - Two amphora,http://digitalmontagny.inha.fr/en/record/montagny01r01,Folio 1 Recto,"Leaf 1r, center of the page",Vertical,"Gratiossimi____ , Vasi Antichi",,White paper,"Ink, chiaroscuro",,Original work of art (made from),Vases,Location unknown,,,,vase,,,,,,,,,,,,2015-09-03T18:51:00Z
